"predicted returns %","predicted price","ticker.multisma.signals","20 day sma","50 day sma","recommendation signals","actual returns %","ticker.return.factors","open","close","high","low","volume","ticker.sma.signals","ticker.bbands.signals","lower bband ","mavg","higher bband","bband pctb","money flow index","Close.EMA.14","ticker.rsi.signals"
"2012-05-24",0,190.70491487734,"hold",195.63314745562,197.229923001927,"hold",0,"-1",190.607661108724,190.70491487734,190.889697037708,188.672311113284,3670089.1398115,"hold","hold",188.231565848772,195.63314745562,203.034729062468,0.167082466960789,32.3873490218046,36.4346629911949,"hold"
"2012-05-25",0,188.964072419129,"hold",195.066778738096,197.019064898591,"hold",-1,"1",189.751827944912,188.964072419129,190.617386485586,188.672311113284,2983843.23952007,"hold","hold",187.447351065705,195.066778738096,202.686206410488,0.0995298740691806,32.7557859017036,32.5926652928786,"hold"
"2012-05-29",0,191.064753821215,"hold",194.592369604282,196.850026727203,"hold",1,"-1",189.858807090388,191.064753821215,192.64026487278,189.858807090388,3720678.43902387,"hold","hold",187.220865195773,194.592369604282,201.96387401279,0.260726197287853,39.6306964994586,40.7165082992239,"hold"
"2012-05-30",0,189.187756086944,"hold",193.979560481962,196.649065787877,"hold",-1,"-1",189.450341262205,189.187756086944,190.101941511926,188.448627445469,3704226.63440196,"hold","hold",186.958869115756,193.979560481962,201.000251848169,0.158737000027998,39.8230272451733,36.4853338420157,"hold"
"2012-05-31",-0.5,186.664507060225,"hold",193.284584096801,196.44487344591,"hold",-1,"-2",188.769564881899,187.602519658518,189.576771161404,186.727235740982,9549758.46412442,"hold","hold",186.63823873132,193.284584096801,199.930929462282,0.0725421923006401,29.7087587476991,33.3346734805299,"hold"
"2012-06-01",-0.5,182.967988568934,"hold",192.443560713007,196.157856596552,"hold",-2,"0",184.898864891018,183.887425697421,186.45492518886,183.420607608069,5353417.22396957,"hold","hold",185.516451758863,192.443560713007,199.37066966715,-0.117583401114743,28.4696173422275,27.3696410598022,"buy"
"2012-06-04",0,183.3622553469,"hold",191.68523286498,195.844840652604,"hold",0,"0",183.16774780967,183.3622553469,184.179187003267,181.864547310227,4755085.65462647,"hold","hold",184.284384400162,191.68523286498,199.086081329798,-0.0622988740848729,27.8596540668051,26.6438222629353,"buy"
"2012-06-05",2.5,188.604233475253,"hold",191.019044549966,195.544855902208,"buy",0,"3",182.759281981486,184.004130219759,184.636279715758,182.409168414472,3656927.69611397,"hold","hold",183.375140608953,191.019044549966,198.66294849098,0.0411432178936538,28.2921546238737,29.1179946969959,"buy"
"2012-06-06",-0.5,187.71927280774,"hold",190.654829186503,195.293683856449,"hold",3,"0",185.540739763878,188.662585736423,188.672311113284,184.801611122403,3744122.26061009,"hold","hold",183.29599112041,190.654829186503,198.013667252595,0.364636004204256,34.7290623035651,43.9053625472557,"hold"
"2012-06-07",-0.5,188.154726556715,"hold",190.324652642054,195.062692719455,"hold",0,"0",189.917159351557,189.10022769519,190.45205507894,188.613958852115,3805610.88038448,"hold","hold",183.317409887032,190.324652642054,197.331895397077,0.412631473628742,42.0019136916265,45.0648521598006,"hold"
"2012-06-08",-0.5,188.832099055119,"hold",190.059149853735,194.843186453025,"hold",0,"-1",188.3902751843,189.781004075496,189.781004075496,187.408012121288,2549207.12616498,"hold","hold",183.400706541724,190.059149853735,196.717593165747,0.479113302824294,44.433325887114,46.903430703502,"hold"
